time,price,size
2024-12-30 14:43:22+00:00,2.8,0.0
2024-12-30 14:43:22+00:00,2.805,0.0
2024-12-30 14:43:22+00:00,2.79,0.0
2024-12-30 14:43:22+00:00,2.785,0.0
2024-12-30 14:43:23+00:00,2.78,0.0
2024-12-30 14:43:23+00:00,2.775,0.0
2024-12-30 14:43:23+00:00,2.765,0.0
2024-12-30 14:43:23+00:00,2.755,0.0
2024-12-30 14:43:23+00:00,2.76,0.0
2024-12-30 14:43:23+00:00,2.765,0.0
2024-12-30 14:43:23+00:00,2.785,0.0
2024-12-30 14:43:23+00:00,2.79,0.0
2024-12-30 14:43:23+00:00,2.785,0.0
2024-12-30 14:43:23+00:00,2.795,0.0
2024-12-30 14:43:23+00:00,2.8,0.0
2024-12-30 14:43:23+00:00,2.805,0.0
2024-12-30 14:43:23+00:00,2.8,0.0
2024-12-30 14:43:23+00:00,2.805,0.0
2024-12-30 14:43:23+00:00,2.81,0.0
2024-12-30 14:43:23+00:00,2.815,0.0
2024-12-30 14:43:23+00:00,2.82,0.0
2024-12-30 14:43:23+00:00,2.815,0.0
2024-12-30 14:43:23+00:00,2.81,0.0
2024-12-30 14:43:23+00:00,2.805,0.0
2024-12-30 14:43:23+00:00,2.8,0.0
2024-12-30 14:43:23+00:00,2.795,0.0
2024-12-30 14:43:23+00:00,2.8,0.0
2024-12-30 14:43:23+00:00,2.795,0.0
2024-12-30 14:43:23+00:00,2.8,0.0
2024-12-30 14:43:23+00:00,2.795,0.0
2024-12-30 14:43:23+00:00,2.805,0.0
2024-12-30 14:43:23+00:00,2.8,0.0
2024-12-30 14:43:23+00:00,2.795,0.0
2024-12-30 14:43:24+00:00,2.805,0.0
2024-12-30 14:43:24+00:00,2.81,0.0
2024-12-30 14:43:24+00:00,2.815,0.0
2024-12-30 14:43:24+00:00,2.81,0.0
2024-12-30 14:43:24+00:00,2.82,0.0
2024-12-30 14:43:24+00:00,2.825,0.0
2024-12-30 14:43:24+00:00,2.82,0.0
2024-12-30 14:43:24+00:00,2.825,0.0
2024-12-30 14:43:24+00:00,2.815,0.0
2024-12-30 14:43:24+00:00,2.825,0.0
2024-12-30 14:43:24+00:00,2.815,0.0
2024-12-30 14:43:24+00:00,2.82,0.0
2024-12-30 14:43:24+00:00,2.825,0.0
2024-12-30 14:43:24+00:00,2.83,0.0
2024-12-30 14:43:24+00:00,2.825,0.0
2024-12-30 14:43:25+00:00,2.83,0.0
2024-12-30 14:43:25+00:00,2.835,0.0
2024-12-30 14:43:25+00:00,2.845,0.0
2024-12-30 14:43:25+00:00,2.85,0.0
2024-12-30 14:43:25+00:00,2.855,0.0
2024-12-30 14:43:25+00:00,2.86,0.0
2024-12-30 14:43:25+00:00,2.865,0.0
2024-12-30 14:43:26+00:00,2.87,0.0
2024-12-30 14:43:26+00:00,2.875,0.0
2024-12-30 14:43:26+00:00,2.88,0.0
2024-12-30 14:43:26+00:00,2.885,0.0
2024-12-30 14:43:26+00:00,2.89,0.0
2024-12-30 14:43:26+00:00,2.885,0.0
2024-12-30 14:43:26+00:00,2.875,0.0
2024-12-30 14:43:26+00:00,2.88,0.0
2024-12-30 14:43:26+00:00,2.885,0.0
2024-12-30 14:43:26+00:00,2.89,0.0
2024-12-30 14:43:26+00:00,2.895,0.0
2024-12-30 14:43:26+00:00,2.9,0.0
2024-12-30 14:43:26+00:00,2.895,0.0
2024-12-30 14:43:26+00:00,2.89,0.0
2024-12-30 14:43:26+00:00,2.885,0.0
2024-12-30 14:43:26+00:00,2.875,0.0
2024-12-30 14:43:26+00:00,2.87,0.0
2024-12-30 14:43:26+00:00,2.865,0.0
2024-12-30 14:43:27+00:00,2.875,0.0
2024-12-30 14:43:27+00:00,2.88,0.0
2024-12-30 14:43:27+00:00,2.885,0.0
2024-12-30 14:43:27+00:00,2.895,0.0
2024-12-30 14:43:27+00:00,2.905,0.0
2024-12-30 14:43:27+00:00,2.895,0.0
2024-12-30 14:43:27+00:00,2.885,0.0
2024-12-30 14:43:27+00:00,2.88,0.0
2024-12-30 14:43:28+00:00,2.875,0.0
2024-12-30 14:43:28+00:00,2.87,0.0
2024-12-30 14:43:28+00:00,2.875,0.0
2024-12-30 14:43:28+00:00,2.87,0.0
2024-12-30 14:43:28+00:00,2.865,0.0
2024-12-30 14:43:28+00:00,2.87,0.0
2024-12-30 14:43:28+00:00,2.875,0.0
2024-12-30 14:43:29+00:00,2.865,0.0
2024-12-30 14:43:29+00:00,2.875,0.0
2024-12-30 14:43:29+00:00,2.885,0.0
2024-12-30 14:43:29+00:00,2.88,0.0
2024-12-30 14:43:29+00:00,2.875,0.0
2024-12-30 14:43:29+00:00,2.88,0.0
2024-12-30 14:43:29+00:00,2.875,0.0
2024-12-30 14:43:30+00:00,2.87,0.0
2024-12-30 14:43:30+00:00,2.875,0.0
2024-12-30 14:43:30+00:00,2.87,0.0
2024-12-30 14:43:30+00:00,2.865,0.0
2024-12-30 14:43:30+00:00,2.87,0.0
2024-12-30 14:43:30+00:00,2.875,0.0
2024-12-30 14:43:30+00:00,2.87,0.0
2024-12-30 14:43:30+00:00,2.865,0.0
2024-12-30 14:43:31+00:00,2.875,0.0
2024-12-30 14:43:31+00:00,2.87,0.0
2024-12-30 14:43:31+00:00,2.865,0.0
2024-12-30 14:43:31+00:00,2.87,0.0
2024-12-30 14:43:31+00:00,2.875,0.0
2024-12-30 14:43:31+00:00,2.87,0.0
2024-12-30 14:43:31+00:00,2.865,0.0
2024-12-30 14:43:31+00:00,2.875,0.0
